1 460 720 1232.4775715 623.587817144
1 460 720 1231.64402092 625.360702738
1 460 720 1229.8769434 626.801668753
1 460 720 1229.90924914 630.700232969
1 460 720 1231.84936165 629.527075478
1 460 720 1230.25629159 624.568946174
1 460 720 1232.21319692 622.270048571
1 460 720 1233.84235791 627.778417819
1 460 720 1230.66225862 629.297336529
1 460 720 1231.3273539 629.414337235
1 460 720 1232.08034181 622.253148796
1 460 720 1232.66117492 623.387245233
1 460 720 1231.2577176 626.741753037
1 460 720 1231.9882164 626.353469545
1 460 720 1232.0794514 628.365456768
1 460 720 1234.3946621 625.033511354
1 460 720 1230.12671683 627.299348445
1 460 720 1233.5596586 629.242737462
1 460 720 1233.61204231 624.567411182
1 460 720 1233.03243523 624.305231885
1 460 720 1234.21042625 626.68988711
1 460 720 1235.68381142 625.381819389
1 460 720 1232.27623094 628.96422335
1 460 720 1234.2240683 625.625332631
1 460 720 1232.4919419 626.415520413
1 460 720 1232.19465684 629.987635442
1 460 720 1232.40335869 628.854918089
1 460 720 1232.73656251 623.774117387
1 460 720 1231.65281325 627.824299091
1 460 720 1232.41420267 627.101874521
1 460 720 1231.85049994 629.348793318
1 460 720 1230.71178037 632.075995356
1 460 720 1232.68449947 626.158907022
1 460 720 1230.17161507 629.463022423
1 460 720 1230.7928302 625.183245076
1 460 720 1231.4841135 624.6150767
2 0 710 669.183034253 634.79764914
2 0 710 670.201520991 635.255944162
2 0 710 668.858872666 635.223768596
2 0 710 670.563213883 634.982447087
2 0 710 670.32522466 633.101274027
2 0 710 670.001203941 635.047462781
2 0 710 669.243702548 635.240603224
2 0 710 670.515785506 633.797279104
2 0 710 669.583299093 633.396232229
2 0 710 669.76345055 632.593080331
2 0 710 670.108449862 633.351631402
2 0 710 668.938434166 633.761338069
2 0 710 669.228565908 635.281235984
2 0 710 669.357534303 634.1362369
2 0 710 670.001142135 635.325120842
2 0 710 669.859746641 634.862429832
2 0 710 670.449320307 635.214562726
2 0 710 671.217376802 633.956344521
2 0 710 670.34330804 634.184698651
2 0 710 670.810618966 634.560956978
2 0 710 669.740300757 634.854307539
2 0 710 669.470971332 633.789115366
2 0 710 670.165344564 633.816295933
2 0 710 669.479157676 635.378539085
2 0 710 669.754601982 635.15928913
2 0 710 669.989703046 634.011662184
2 0 710 670.518125266 633.327815039
2 0 710 670.713093481 633.686870117
2 0 710 670.928988921 634.066065401
2 0 710 670.091172757 634.155280308
3 480 850 95.8842105263 548.364066257
3 480 850 98.7082754948 548.70892154
3 480 850 97.0422275493 545.460463809
3 480 850 98.6849632551 550.851823759
3 480 850 100.372464466 549.213988597
3 480 850 93.215591924 545.912099464
3 480 850 93.9197880673 546.615950242
3 480 850 93.3966604659 546.965213925
3 480 850 98.7088814059 547.747886632
3 480 850 98.8572228443 548.574943161
3 480 850 96.5660147024 548.016294684
3 480 850 96.6403244644 550.164294317
3 480 850 96.2286178515 546.945458097
3 480 850 96.8822211885 550.823426543
3 480 850 97.7770650256 550.261136753
3 480 850 92.5183090716 547.61487815
3 480 850 99.255219081 547.70312285
3 480 850 98.1529746456 550.047680841
3 480 850 96.1112530608 549.754116541
3 480 850 98.4191690106 550.464705336
3 480 850 99.7873300628 549.252003976
3 480 850 93.0931092374 546.364816177
3 480 850 93.6265698459 545.660950519
4 0 600 669.877343678 684.955066039
4 0 600 679.727200319 679.768012051
4 0 600 674.002474635 676.524258701
4 0 600 669.102928737 680.42824994
4 0 600 671.922985924 678.301093142
4 0 600 620.157713053 668.987055016
4 0 600 668.665479876 676.042672859
4 0 600 685.38637367 680.68944411
4 0 600 691.51924449 679.974278097
4 0 600 670.971259656 678.402048361
4 0 600 688.987882818 675.648675607
4 0 600 604.020177913 687.762710639
4 0 600 678.522241423 680.281666027
4 0 600 682.650398837 681.539647923
4 0 600 690.463645143 680.171794518
4 0 600 614.049828787 675.403353407
4 0 600 673.02238729 681.020925754
4 0 600 688.357338775 676.911526562
4 0 600 672.439892353 676.446792064
4 0 600 611.54913593 678.017539335
4 0 600 667.058944359 677.158818059
4 0 600 667.363959418 677.016628689
4 0 600 670.486275542 678.454078501
4 0 600 668.794418395 678.601049034
4 0 600 666.695151252 681.5852077
4 0 600 666.937565749 678.1937737
4 0 600 666.582941037 675.88817166
5 0 1100 663.775233249 435.642998506
5 0 1100 663.448899339 435.600410805
5 0 1100 663.579650703 435.376077312
5 0 1100 663.76802677 435.600510039
5 0 1100 663.450897284 436.080694461
5 0 1100 663.695073931 435.515857709
5 0 1100 663.59316205 436.2394353
5 0 1100 663.594623441 436.157641251
5 0 1100 663.965238556 435.828317465
5 0 1100 663.92731107 435.072622194
5 0 1100 663.31517313 435.786190593
5 0 1100 663.918256131 435.775070791
5 0 1100 663.75182787 435.913435856
5 0 1100 663.527419311 435.816559803
5 0 1100 663.679337193 435.889406145
5 0 1100 663.93769585 435.379819614
5 0 1100 664.307177911 435.48903899
5 0 1100 663.572675953 436.267568263
5 0 1100 663.758649005 435.61418033
5 0 1100 663.962354496 435.635832693
5 0 1100 663.432697533 435.627594827
5 0 1100 663.121728595 435.895907377
5 0 1100 663.482106907 435.893668598
5 0 1100 664.412362911 435.80481223
5 0 1100 663.796694561 436.461311018
5 0 1100 663.454733672 436.090371326
5 0 1100 663.680214941 435.80027743
5 0 1100 664.124374283 436.020333266
5 0 1100 663.855549684 435.579874521
5 0 1100 664.129155064 435.842110927
6 0 1500 671.890720573 329.101695758
6 0 1500 671.264272167 328.340232338
6 0 1500 671.44948919 328.246828225
6 0 1500 671.51881836 328.486841477
6 0 1500 671.91728333 327.88397155
6 0 1500 671.558922068 327.875552319
6 0 1500 671.905039597 327.824190065
6 0 1500 671.95357033 327.957922373
6 0 1500 671.868544261 327.949126364
6 0 1500 672.059092533 328.453376206
6 0 1500 671.761901348 328.39888634
6 0 1500 671.892299254 328.117192531
6 0 1500 672.085179287 328.341682351
6 0 1500 671.501833082 327.935398845
6 0 1500 672.064633525 327.967513405
6 0 1500 671.725932849 327.677714669
6 0 1500 672.046510486 327.811797063
6 0 1500 672.143225775 327.619784884
6 0 1500 671.570107096 327.645791596
6 0 1500 671.782276529 327.64810932
6 0 1500 671.766587736 327.866336145
6 0 1500 671.750279683 328.16695851
6 0 1500 671.239437327 327.111077619
6 0 1500 672.174722988 327.825252819
6 0 1500 671.789729171 328.364597602
6 0 1500 671.373659958 328.135735263
6 0 1500 671.810848237 328.234591372
6 0 1500 671.70098667 327.935439495
6 0 1500 671.982707088 327.928812032
6 0 1500 672.116605573 328.391456432
6 0 1500 672.237574718 328.43028268
6 0 1500 671.3091079 327.997436082
6 0 1500 671.351194635 328.009571049
6 0 1500 672.060892351 328.270830328
6 0 1500 671.633798069 328.159021407
7 320 1500 450.318679405 323.145842663
7 320 1500 450.993970588 322.905465686
7 320 1500 450.164607193 323.127235282
7 320 1500 451.736835587 322.803809382
7 320 1500 450.196272583 322.731486996
7 320 1500 450.679070001 323.817063373
